channels,difficulty,duration,gender,age,income,year,month,day,target
1,5,5,1,77,94000.0,2015,8,27,6
1,20,10,1,77,94000.0,2015,8,27,0
1,10,10,1,62,57000.0,2016,1,13,7
1,10,7,1,62,57000.0,2016,1,13,5
1,10,5,1,62,57000.0,2016,1,13,3
1,10,10,1,37,69000.0,2016,5,25,7
1,7,7,1,37,69000.0,2016,5,25,1
0,10,10,0,50,93000.0,2016,7,5,7
0,10,7,0,50,93000.0,2016,7,5,5
0,10,5,0,50,93000.0,2016,7,5,3
0,7,7,0,50,93000.0,2016,7,5,1
1,10,10,1,64,57000.0,2017,9,10,7
1,10,7,1,64,57000.0,2017,9,10,5
1,10,5,1,64,57000.0,2017,9,10,3
0,10,10,0,60,84000.0,2016,12,1,7
0,10,7,0,60,84000.0,2016,12,1,5
0,5,5,0,60,84000.0,2016,12,1,6
0,10,10,0,52,58000.0,2018,2,1,7
0,5,7,0,52,58000.0,2018,2,1,4
0,10,7,0,52,58000.0,2018,2,1,5
1,10,10,1,62,75000.0,2015,7,13,7
1,5,7,1,62,75000.0,2015,7,13,4
1,5,5,1,62,75000.0,2015,7,13,6
0,10,10,0,37,43000.0,2018,6,4,7
1,10,10,1,74,55000.0,2013,10,29,7
1,10,7,1,74,55000.0,2013,10,29,5
1,10,5,1,74,55000.0,2013,10,29,3
1,10,10,1,62,32000.0,2018,4,12,7
1,10,10,1,57,66000.0,2016,3,4,7
1,10,7,1,57,66000.0,2016,3,4,5
1,10,5,1,57,66000.0,2016,3,4,3
0,10,10,0,55,65000.0,2018,7,26,7
0,10,7,0,55,65000.0,2018,7,26,5
0,20,10,0,55,65000.0,2018,7,26,0
1,10,10,1,62,72000.0,2016,2,7,7
0,10,10,0,75,89000.0,2017,11,2,7
0,20,10,0,75,89000.0,2017,11,2,0
1,10,10,1,47,37000.0,2017,2,12,7
1,7,7,1,47,37000.0,2017,2,12,1
1,10,10,1,69,84000.0,2018,4,3,7
1,5,7,1,69,84000.0,2018,4,3,4
0,10,10,0,54,113000.0,2016,12,27,7
0,5,7,0,54,113000.0,2016,12,27,4
0,10,5,0,54,113000.0,2016,12,27,3
0,10,10,0,64,73000.0,2016,7,13,7
0,10,7,0,64,73000.0,2016,7,13,5
0,7,7,0,64,73000.0,2016,7,13,1
0,5,5,0,64,73000.0,2016,7,13,6
1,10,10,1,38,34000.0,2015,12,15,7
1,10,5,1,38,34000.0,2015,12,15,3
1,7,7,1,38,34000.0,2015,12,15,1
1,10,10,1,63,59000.0,2018,7,10,7
1,10,5,1,63,59000.0,2018,7,10,3
1,7,7,1,63,59000.0,2018,7,10,1
1,10,10,1,37,86000.0,2017,12,26,7
1,10,5,1,37,86000.0,2017,12,26,3
1,7,7,1,37,86000.0,2017,12,26,1
0,10,10,0,74,107000.0,2015,12,24,7
0,7,7,0,74,107000.0,2015,12,24,1
1,10,10,1,40,50000.0,2017,3,3,7
1,7,7,1,40,50000.0,2017,3,3,1
1,5,5,1,40,50000.0,2017,3,3,6
0,10,10,0,46,73000.0,2015,2,21,7
0,5,7,0,46,73000.0,2015,2,21,4
0,10,7,0,46,73000.0,2015,2,21,5
0,5,5,0,46,73000.0,2015,2,21,6
0,10,10,0,49,112000.0,2015,9,21,7
0,5,5,0,49,112000.0,2015,9,21,6
0,20,10,0,49,112000.0,2015,9,21,0
1,10,10,1,73,106000.0,2017,11,30,7
1,7,7,1,73,106000.0,2017,11,30,1
1,10,10,1,42,33000.0,2018,5,19,7
0,10,10,0,48,46000.0,2018,5,18,7
0,5,7,0,48,46000.0,2018,5,18,4
0,10,10,0,59,77000.0,2017,3,9,7
0,5,7,0,59,77000.0,2017,3,9,4
0,7,7,0,59,77000.0,2017,3,9,1
0,20,10,0,59,77000.0,2017,3,9,0
0,10,10,0,72,83000.0,2017,10,20,7
0,10,5,0,72,83000.0,2017,10,20,3
0,20,10,0,72,83000.0,2017,10,20,0
1,10,10,1,80,71000.0,2017,8,1,7
1,5,7,1,80,71000.0,2017,8,1,4
1,5,5,1,80,71000.0,2017,8,1,6
1,10,10,1,39,98000.0,2018,7,7,7
0,10,10,0,55,91000.0,2016,9,19,7
0,5,7,0,55,91000.0,2016,9,19,4
0,10,10,0,67,82000.0,2016,5,29,7
0,10,5,0,67,82000.0,2016,5,29,3
0,5,5,0,67,82000.0,2016,5,29,6
1,10,10,1,62,31000.0,2018,3,5,7
0,10,10,0,50,53000.0,2016,7,15,7
0,5,5,0,50,53000.0,2016,7,15,6
0,20,10,0,50,53000.0,2016,7,15,0
1,10,10,1,60,84000.0,2017,9,22,7
1,7,7,1,60,84000.0,2017,9,22,1
1,10,10,1,76,59000.0,2013,9,25,7
0,10,10,0,48,99000.0,2013,10,23,7
0,10,7,0,48,99000.0,2013,10,23,5
0,10,5,0,48,99000.0,2013,10,23,3
0,20,10,0,48,99000.0,2013,10,23,0
1,10,10,1,67,82000.0,2018,2,22,7
1,5,5,1,67,82000.0,2018,2,22,6
1,10,10,1,94,74000.0,2017,8,19,7
1,10,10,1,63,90000.0,2016,9,23,7
1,5,7,1,63,90000.0,2016,9,23,4
0,10,10,0,68,109000.0,2016,7,17,7
0,5,7,0,68,109000.0,2016,7,17,4
0,10,7,0,68,109000.0,2016,7,17,5
1,10,10,1,64,104000.0,2017,11,24,7
1,5,7,1,64,104000.0,2017,11,24,4
1,7,7,1,64,104000.0,2017,11,24,1
1,5,5,1,64,104000.0,2017,11,24,6
0,10,10,0,65,59000.0,2013,12,7,7
0,5,7,0,65,59000.0,2013,12,7,4
0,7,7,0,65,59000.0,2013,12,7,1
0,5,5,0,65,59000.0,2013,12,7,6
0,10,10,0,49,67000.0,2016,10,6,7
0,7,7,0,49,67000.0,2016,10,6,1
0,20,10,0,49,67000.0,2016,10,6,0
0,10,10,0,55,75000.0,2017,7,1,7
0,5,7,0,55,75000.0,2017,7,1,4
0,10,10,0,71,75000.0,2016,7,29,7
0,5,7,0,71,75000.0,2016,7,29,4
0,10,7,0,71,75000.0,2016,7,29,5
0,10,10,0,89,82000.0,2016,3,31,7
0,20,10,0,89,82000.0,2016,3,31,0
0,10,10,0,54,38000.0,2018,7,21,7
0,5,7,0,54,38000.0,2018,7,21,4
0,10,10,0,52,68000.0,2018,4,1,7
0,7,7,0,52,68000.0,2018,4,1,1
0,10,10,0,41,83000.0,2015,10,6,7
0,10,7,0,41,83000.0,2015,10,6,5
0,10,5,0,41,83000.0,2015,10,6,3
0,5,5,0,41,83000.0,2015,10,6,6
0,10,10,0,52,91000.0,2016,8,31,7
0,10,7,0,52,91000.0,2016,8,31,5
0,7,7,0,52,91000.0,2016,8,31,1
0,10,10,0,68,67000.0,2014,9,8,7
0,5,7,0,68,67000.0,2014,9,8,4
1,10,10,1,67,75000.0,2016,8,17,7
1,7,7,1,67,75000.0,2016,8,17,1
1,10,10,1,41,89000.0,2017,11,2,7
1,10,5,1,41,89000.0,2017,11,2,3
1,20,10,1,41,89000.0,2017,11,2,0
1,10,10,1,75,82000.0,2015,8,17,7
1,10,10,1,19,43000.0,2014,4,21,7
0,10,10,0,63,110000.0,2017,11,27,7
0,5,5,0,63,110000.0,2017,11,27,6
0,20,10,0,63,110000.0,2017,11,27,0
0,10,10,0,48,44000.0,2016,10,21,7
0,20,10,0,48,44000.0,2016,10,21,0
1,10,10,1,48,56000.0,2017,8,16,7
0,10,10,0,52,73000.0,2018,3,29,7
0,10,10,0,65,75000.0,2017,9,14,7
0,10,5,0,65,75000.0,2017,9,14,3
0,10,10,0,72,71000.0,2016,2,14,7
0,5,7,0,72,71000.0,2016,2,14,4
1,10,10,1,61,98000.0,2017,10,19,7
1,5,7,1,61,98000.0,2017,10,19,4
1,10,7,1,61,98000.0,2017,10,19,5
1,5,5,1,61,98000.0,2017,10,19,6
0,10,10,0,66,74000.0,2016,11,26,7
0,5,7,0,66,74000.0,2016,11,26,4
0,10,7,0,66,74000.0,2016,11,26,5
0,10,10,0,63,79000.0,2017,10,29,7
0,10,7,0,63,79000.0,2017,10,29,5
0,5,5,0,63,79000.0,2017,10,29,6
1,10,10,1,66,55000.0,2015,5,8,7
1,10,10,1,59,57000.0,2016,2,8,7
1,10,10,1,62,43000.0,2016,8,7,7
1,7,7,1,62,43000.0,2016,8,7,1
1,5,5,1,62,43000.0,2016,8,7,6
0,10,10,0,49,57000.0,2013,11,12,7
0,7,7,0,49,57000.0,2013,11,12,1
1,10,10,1,51,52000.0,2017,11,20,7
1,7,7,1,51,52000.0,2017,11,20,1
0,10,10,0,66,98000.0,2016,4,10,7
0,10,5,0,66,98000.0,2016,4,10,3
0,7,7,0,66,98000.0,2016,4,10,1
0,5,5,0,66,98000.0,2016,4,10,6
0,10,10,0,61,69000.0,2013,11,19,7
0,10,7,0,61,69000.0,2013,11,19,5
0,7,7,0,61,69000.0,2013,11,19,1
0,5,5,0,61,69000.0,2013,11,19,6
1,10,10,1,74,49000.0,2017,1,14,7
1,5,7,1,74,49000.0,2017,1,14,4
1,10,7,1,74,49000.0,2017,1,14,5
1,10,10,1,58,86000.0,2017,8,15,7
1,10,5,1,58,86000.0,2017,8,15,3
1,20,10,1,58,86000.0,2017,8,15,0
0,10,10,0,61,98000.0,2017,8,19,7
0,5,7,0,61,98000.0,2017,8,19,4
0,20,10,0,61,98000.0,2017,8,19,0
1,10,10,1,49,32000.0,2016,4,18,7
1,5,7,1,49,32000.0,2016,4,18,4
1,10,5,1,49,32000.0,2016,4,18,3
1,7,7,1,49,32000.0,2016,4,18,1
0,10,10,0,63,61000.0,2017,8,13,7
0,10,7,0,63,61000.0,2017,8,13,5
0,10,5,0,63,61000.0,2017,8,13,3
0,5,5,0,63,61000.0,2017,8,13,6
0,10,10,0,70,47000.0,2017,8,22,7
0,5,7,0,70,47000.0,2017,8,22,4
0,5,5,0,70,47000.0,2017,8,22,6
0,10,10,0,74,57000.0,2018,7,13,7
0,5,7,0,74,57000.0,2018,7,13,4
0,7,7,0,74,57000.0,2018,7,13,1
0,5,5,0,74,57000.0,2018,7,13,6
0,20,10,0,74,57000.0,2018,7,13,0
1,10,10,1,27,37000.0,2017,8,12,7
1,5,7,1,27,37000.0,2017,8,12,4
0,10,10,0,34,39000.0,2016,12,7,7
0,5,7,0,34,39000.0,2016,12,7,4
0,7,7,0,34,39000.0,2016,12,7,1
0,5,5,0,34,39000.0,2016,12,7,6
1,10,10,1,53,89000.0,2017,9,4,7
1,5,7,1,53,89000.0,2017,9,4,4
1,10,5,1,53,89000.0,2017,9,4,3
1,7,7,1,53,89000.0,2017,9,4,1
0,10,10,0,44,72000.0,2016,12,16,7
0,5,7,0,44,72000.0,2016,12,16,4
0,7,7,0,44,72000.0,2016,12,16,1
0,20,10,0,44,72000.0,2016,12,16,0
0,10,10,0,53,65000.0,2017,11,28,7
0,5,7,0,53,65000.0,2017,11,28,4
0,10,7,0,53,65000.0,2017,11,28,5
0,5,5,0,53,65000.0,2017,11,28,6
0,10,10,0,51,79000.0,2017,4,26,7
0,5,7,0,51,79000.0,2017,4,26,4
2,10,10,2,31,35000.0,2017,3,21,7
2,10,5,2,31,35000.0,2017,3,21,3
2,7,7,2,31,35000.0,2017,3,21,1
1,10,10,1,61,71000.0,2017,9,11,7
1,10,7,1,61,71000.0,2017,9,11,5
1,10,5,1,61,71000.0,2017,9,11,3
1,5,5,1,61,71000.0,2017,9,11,6
1,10,10,1,76,52000.0,2015,9,26,7
1,7,7,1,76,52000.0,2015,9,26,1
0,10,10,0,64,37000.0,2017,10,20,7
0,5,7,0,64,37000.0,2017,10,20,4
0,5,5,0,64,37000.0,2017,10,20,6
1,10,10,1,25,73000.0,2015,8,8,7
1,5,7,1,25,73000.0,2015,8,8,4
1,10,7,1,25,73000.0,2015,8,8,5
1,5,5,1,25,73000.0,2015,8,8,6
0,10,10,0,35,52000.0,2013,8,10,7
0,5,5,0,35,52000.0,2013,8,10,6
1,10,10,1,53,92000.0,2017,8,4,7
1,10,5,1,53,92000.0,2017,8,4,3
0,10,10,0,32,61000.0,2015,12,17,7
0,10,7,0,32,61000.0,2015,12,17,5
0,10,10,0,56,86000.0,2017,8,17,7
0,5,7,0,56,86000.0,2017,8,17,4
1,10,10,1,52,52000.0,2015,11,21,7
1,10,5,1,52,52000.0,2015,11,21,3
1,20,10,1,52,52000.0,2015,11,21,0
1,10,10,1,40,82000.0,2017,2,16,7
1,5,5,1,40,82000.0,2017,2,16,6
1,20,10,1,40,82000.0,2017,2,16,0
1,10,10,1,41,42000.0,2017,9,10,7
1,10,5,1,41,42000.0,2017,9,10,3
1,7,7,1,41,42000.0,2017,9,10,1
0,10,10,0,57,55000.0,2017,3,3,7
0,10,7,0,57,55000.0,2017,3,3,5
0,10,10,0,67,99000.0,2016,7,30,7
0,10,7,0,67,99000.0,2016,7,30,5
0,7,7,0,67,99000.0,2016,7,30,1
0,20,10,0,67,99000.0,2016,7,30,0
0,10,10,0,43,55000.0,2015,12,12,7
0,5,7,0,43,55000.0,2015,12,12,4
0,10,7,0,43,55000.0,2015,12,12,5
0,10,10,0,56,42000.0,2016,4,16,7
0,7,7,0,56,42000.0,2016,4,16,1
0,10,10,0,95,81000.0,2017,6,11,7
0,5,7,0,95,81000.0,2017,6,11,4
0,7,7,0,95,81000.0,2017,6,11,1
0,10,10,0,29,56000.0,2016,2,26,7
0,10,5,0,29,56000.0,2016,2,26,3
0,10,10,0,33,47000.0,2015,9,11,7
0,20,10,0,33,47000.0,2015,9,11,0
1,10,10,1,57,48000.0,2018,1,6,7
1,5,5,1,57,48000.0,2018,1,6,6
1,20,10,1,57,48000.0,2018,1,6,0
1,10,10,1,50,52000.0,2017,4,14,7
1,5,7,1,50,52000.0,2017,4,14,4
1,20,10,1,50,52000.0,2017,4,14,0
1,10,10,1,29,30000.0,2017,10,27,7
0,10,10,0,52,39000.0,2016,9,11,7
0,10,5,0,52,39000.0,2016,9,11,3
0,7,7,0,52,39000.0,2016,9,11,1
0,20,10,0,52,39000.0,2016,9,11,0
1,10,10,1,40,62000.0,2015,12,7,7
1,5,7,1,40,62000.0,2015,12,7,4
1,10,10,1,46,53000.0,2017,10,30,7
1,5,7,1,46,53000.0,2017,10,30,4
1,20,10,1,46,53000.0,2017,10,30,0
0,10,10,0,74,109000.0,2016,9,23,7
0,7,7,0,74,109000.0,2016,9,23,1
0,10,10,0,59,118000.0,2015,12,20,7
0,10,5,0,59,118000.0,2015,12,20,3
1,10,10,1,40,32000.0,2018,6,29,7
1,20,10,1,40,32000.0,2018,6,29,0
0,10,10,0,49,72000.0,2015,8,7,7
0,7,7,0,49,72000.0,2015,8,7,1
0,5,5,0,49,72000.0,2015,8,7,6
0,20,10,0,49,72000.0,2015,8,7,0
1,10,10,1,50,86000.0,2016,5,12,7
1,5,7,1,50,86000.0,2016,5,12,4
1,7,7,1,50,86000.0,2016,5,12,1
1,20,10,1,50,86000.0,2016,5,12,0
1,10,10,1,67,30000.0,2015,8,22,7
0,10,10,0,51,118000.0,2016,8,19,7
0,5,7,0,51,118000.0,2016,8,19,4
0,10,5,0,51,118000.0,2016,8,19,3
0,7,7,0,51,118000.0,2016,8,19,1
0,10,10,0,43,31000.0,2017,3,25,7
0,5,7,0,43,31000.0,2017,3,25,4
0,10,7,0,43,31000.0,2017,3,25,5
1,10,10,1,62,44000.0,2014,11,5,7
1,7,7,1,62,44000.0,2014,11,5,1
0,10,10,0,64,60000.0,2016,5,19,7
0,10,7,0,64,60000.0,2016,5,19,5
0,5,5,0,64,60000.0,2016,5,19,6
1,10,10,1,60,67000.0,2017,11,16,7
1,5,7,1,60,67000.0,2017,11,16,4
1,5,5,1,60,67000.0,2017,11,16,6
1,20,10,1,60,67000.0,2017,11,16,0
1,10,10,1,30,62000.0,2017,9,11,7
1,5,5,1,30,62000.0,2017,9,11,6
0,10,10,0,74,68000.0,2016,9,11,7
0,20,10,0,74,68000.0,2016,9,11,0
1,10,10,1,90,88000.0,2017,9,21,7
0,10,10,0,56,97000.0,2018,5,6,7
0,5,7,0,56,97000.0,2018,5,6,4
0,10,7,0,56,97000.0,2018,5,6,5
0,10,5,0,56,97000.0,2018,5,6,3
0,10,10,0,27,40000.0,2017,6,27,7
0,10,5,0,27,40000.0,2017,6,27,3
0,20,10,0,27,40000.0,2017,6,27,0
1,10,10,1,73,69000.0,2018,1,8,7
1,10,7,1,73,69000.0,2018,1,8,5
1,20,10,1,73,69000.0,2018,1,8,0
1,10,10,1,30,38000.0,2018,3,27,7
1,5,7,1,30,38000.0,2018,3,27,4
1,10,10,1,36,35000.0,2017,6,17,7
1,10,10,1,38,65000.0,2017,9,21,7
1,10,5,1,38,65000.0,2017,9,21,3
1,20,10,1,38,65000.0,2017,9,21,0
1,10,10,1,46,60000.0,2014,12,14,7
1,5,7,1,46,60000.0,2014,12,14,4
1,5,5,1,46,60000.0,2014,12,14,6
0,10,10,0,90,104000.0,2016,9,11,7
0,5,5,0,90,104000.0,2016,9,11,6
1,10,10,1,65,50000.0,2016,6,18,7
1,5,5,1,65,50000.0,2016,6,18,6
0,10,10,0,83,34000.0,2017,6,15,7
0,10,7,0,83,34000.0,2017,6,15,5
0,5,5,0,83,34000.0,2017,6,15,6
0,20,10,0,83,34000.0,2017,6,15,0
1,10,10,1,70,47000.0,2017,7,29,7
1,7,7,1,70,47000.0,2017,7,29,1
1,10,10,1,51,81000.0,2017,2,17,7
1,10,5,1,51,81000.0,2017,2,17,3
1,5,5,1,51,81000.0,2017,2,17,6
0,10,10,0,61,97000.0,2016,11,25,7
0,5,5,0,61,97000.0,2016,11,25,6
0,20,10,0,61,97000.0,2016,11,25,0
0,10,10,0,34,52000.0,2015,4,23,7
0,5,5,0,34,52000.0,2015,4,23,6
1,10,10,1,52,37000.0,2015,2,28,7
2,10,10,2,30,31000.0,2017,4,1,7
2,20,10,2,30,31000.0,2017,4,1,0
0,10,10,0,49,108000.0,2017,6,5,7
0,10,10,0,36,31000.0,2014,4,4,7
0,5,7,0,36,31000.0,2014,4,4,4
0,7,7,0,36,31000.0,2014,4,4,1
1,10,10,1,82,73000.0,2015,12,2,7
1,7,7,1,82,73000.0,2015,12,2,1
1,20,10,1,82,73000.0,2015,12,2,0
1,10,10,1,28,47000.0,2015,4,6,7
0,10,10,0,62,64000.0,2015,11,17,7
0,5,7,0,62,64000.0,2015,11,17,4
0,10,7,0,62,64000.0,2015,11,17,5
0,10,10,0,59,91000.0,2017,11,23,7
0,7,7,0,59,91000.0,2017,11,23,1
1,10,10,1,41,41000.0,2018,1,8,7
1,7,7,1,41,41000.0,2018,1,8,1
0,10,10,0,76,38000.0,2018,2,18,7
0,10,10,0,52,51000.0,2016,5,29,7
0,10,10,0,27,73000.0,2017,11,17,7
0,10,7,0,27,73000.0,2017,11,17,5
0,10,10,0,26,73000.0,2017,6,21,7
0,20,10,0,26,73000.0,2017,6,21,0
1,10,10,1,55,68000.0,2018,1,6,7
1,10,10,1,49,68000.0,2018,3,9,7
1,7,7,1,49,68000.0,2018,3,9,1
1,10,10,1,27,51000.0,2016,1,19,7
0,10,10,0,82,107000.0,2017,5,4,7
0,7,7,0,82,107000.0,2017,5,4,1
1,10,10,1,19,50000.0,2016,7,25,7
1,5,5,1,19,50000.0,2016,7,25,6
1,20,10,1,19,50000.0,2016,7,25,0
1,10,10,1,70,90000.0,2016,1,23,7
1,5,7,1,70,90000.0,2016,1,23,4
1,10,7,1,70,90000.0,2016,1,23,5
1,10,10,1,26,48000.0,2017,4,28,7
1,7,7,1,26,48000.0,2017,4,28,1
1,10,10,1,69,53000.0,2016,9,15,7
1,10,7,1,69,53000.0,2016,9,15,5
1,5,5,1,69,53000.0,2016,9,15,6
1,10,10,1,75,41000.0,2015,9,20,7
1,5,7,1,75,41000.0,2015,9,20,4
1,10,10,1,76,78000.0,2015,4,18,7
1,5,7,1,76,78000.0,2015,4,18,4
1,10,10,1,62,35000.0,2013,10,8,7
1,7,7,1,62,35000.0,2013,10,8,1
1,10,10,1,43,49000.0,2014,5,20,7
1,20,10,1,43,49000.0,2014,5,20,0
1,10,10,1,72,100000.0,2018,6,22,7
1,5,7,1,72,100000.0,2018,6,22,4
1,10,10,1,39,71000.0,2017,4,27,7
1,5,5,1,39,71000.0,2017,4,27,6
1,20,10,1,39,71000.0,2017,4,27,0
1,10,10,1,57,65000.0,2013,8,18,7
1,7,7,1,57,65000.0,2013,8,18,1
1,5,5,1,57,65000.0,2013,8,18,6
0,10,10,0,91,31000.0,2016,9,4,7
0,10,10,0,67,77000.0,2017,11,8,7
0,10,7,0,67,77000.0,2017,11,8,5
1,10,10,1,53,87000.0,2015,12,21,7
1,10,7,1,53,87000.0,2015,12,21,5
1,5,5,1,53,87000.0,2015,12,21,6
1,10,10,1,39,69000.0,2017,11,8,7
0,10,10,0,70,86000.0,2017,11,18,7
0,5,7,0,70,86000.0,2017,11,18,4
0,10,5,0,70,86000.0,2017,11,18,3
0,5,5,0,70,86000.0,2017,11,18,6
0,10,10,0,57,60000.0,2014,1,17,7
0,5,7,0,57,60000.0,2014,1,17,4
0,10,7,0,57,60000.0,2014,1,17,5
0,5,5,0,57,60000.0,2014,1,17,6
0,20,10,0,57,60000.0,2014,1,17,0
1,10,10,1,50,73000.0,2017,6,15,7
1,10,7,1,50,73000.0,2017,6,15,5
1,7,7,1,50,73000.0,2017,6,15,1
1,5,5,1,50,73000.0,2017,6,15,6
1,10,10,1,56,75000.0,2014,5,26,7
1,7,7,1,56,75000.0,2014,5,26,1
1,20,10,1,56,75000.0,2014,5,26,0
0,10,10,0,48,53000.0,2016,10,18,7
0,7,7,0,48,53000.0,2016,10,18,1
0,20,10,0,48,53000.0,2016,10,18,0
1,10,10,1,25,35000.0,2017,2,20,7
1,20,10,1,25,35000.0,2017,2,20,0
0,10,10,0,87,79000.0,2017,12,26,7
0,10,7,0,87,79000.0,2017,12,26,5
0,10,5,0,87,79000.0,2017,12,26,3
0,7,7,0,87,79000.0,2017,12,26,1
0,20,10,0,87,79000.0,2017,12,26,0
1,10,10,1,33,73000.0,2017,9,30,7
1,10,7,1,33,73000.0,2017,9,30,5
1,10,10,1,47,66000.0,2015,8,22,7
1,5,5,1,47,66000.0,2015,8,22,6
1,20,10,1,47,66000.0,2015,8,22,0
0,10,10,0,40,58000.0,2016,7,31,7
0,10,7,0,40,58000.0,2016,7,31,5
0,10,5,0,40,58000.0,2016,7,31,3
0,7,7,0,40,58000.0,2016,7,31,1
1,10,10,1,51,47000.0,2015,10,31,7
1,5,7,1,51,47000.0,2015,10,31,4
1,10,5,1,51,47000.0,2015,10,31,3
1,10,10,1,35,68000.0,2017,12,17,7
1,20,10,1,35,68000.0,2017,12,17,0
0,10,10,0,78,110000.0,2016,6,20,7
0,10,7,0,78,110000.0,2016,6,20,5
0,10,10,0,77,43000.0,2017,4,23,7
0,5,5,0,77,43000.0,2017,4,23,6
1,10,10,1,24,42000.0,2014,8,2,7
1,10,10,1,74,72000.0,2018,1,14,7
0,10,10,0,45,47000.0,2018,7,9,7
0,10,5,0,45,47000.0,2018,7,9,3
0,5,5,0,45,47000.0,2018,7,9,6
0,10,10,0,62,77000.0,2018,1,27,7
1,10,10,1,37,69000.0,2014,10,20,7
1,7,7,1,37,69000.0,2014,10,20,1
0,10,10,0,53,85000.0,2017,3,30,7
1,10,10,1,66,56000.0,2018,1,25,7
1,10,7,1,66,56000.0,2018,1,25,5
1,20,10,1,66,56000.0,2018,1,25,0
0,10,10,0,67,91000.0,2016,11,5,7
0,10,5,0,67,91000.0,2016,11,5,3
0,5,5,0,67,91000.0,2016,11,5,6
1,10,10,1,33,41000.0,2017,8,30,7
1,10,10,1,43,66000.0,2018,4,20,7
1,10,7,1,43,66000.0,2018,4,20,5
1,10,5,1,43,66000.0,2018,4,20,3
1,10,10,1,77,49000.0,2018,2,2,7
1,10,7,1,77,49000.0,2018,2,2,5
1,5,5,1,77,49000.0,2018,2,2,6
1,10,10,1,47,81000.0,2017,5,14,7
0,10,10,0,60,73000.0,2017,1,26,7
0,10,7,0,60,73000.0,2017,1,26,5
0,7,7,0,60,73000.0,2017,1,26,1
0,20,10,0,60,73000.0,2017,1,26,0
1,10,10,1,53,104000.0,2017,1,23,7
1,10,5,1,53,104000.0,2017,1,23,3
1,7,7,1,53,104000.0,2017,1,23,1
1,5,5,1,53,104000.0,2017,1,23,6
1,10,10,1,62,48000.0,2017,9,20,7
1,10,7,1,62,48000.0,2017,9,20,5
1,5,5,1,62,48000.0,2017,9,20,6
0,10,10,0,55,52000.0,2016,10,15,7
0,5,7,0,55,52000.0,2016,10,15,4
0,10,5,0,55,52000.0,2016,10,15,3
0,20,10,0,55,52000.0,2016,10,15,0
0,10,10,0,83,58000.0,2013,9,24,7
0,7,7,0,83,58000.0,2013,9,24,1
1,10,10,1,46,46000.0,2016,12,5,7
1,10,10,1,28,60000.0,2017,2,15,7
1,5,5,1,28,60000.0,2017,2,15,6
1,10,10,1,34,45000.0,2016,10,12,7
1,5,7,1,34,45000.0,2016,10,12,4
1,10,10,1,55,56000.0,2018,3,19,7
1,7,7,1,55,56000.0,2018,3,19,1
1,5,5,1,55,56000.0,2018,3,19,6
1,10,10,1,71,94000.0,2017,3,23,7
1,5,7,1,71,94000.0,2017,3,23,4
1,10,5,1,71,94000.0,2017,3,23,3
1,10,10,1,45,57000.0,2015,4,14,7
1,5,5,1,45,57000.0,2015,4,14,6
1,10,10,1,56,104000.0,2016,2,17,7
1,10,7,1,56,104000.0,2016,2,17,5
1,10,10,1,70,36000.0,2014,12,12,7
1,10,5,1,70,36000.0,2014,12,12,3
1,7,7,1,70,36000.0,2014,12,12,1
1,10,10,1,20,53000.0,2017,11,1,7
1,5,7,1,20,53000.0,2017,11,1,4
1,10,10,1,59,108000.0,2017,5,20,7
1,10,7,1,59,108000.0,2017,5,20,5
1,5,5,1,59,108000.0,2017,5,20,6
1,20,10,1,59,108000.0,2017,5,20,0
1,10,10,1,42,44000.0,2018,6,7,7
1,20,10,1,42,44000.0,2018,6,7,0
1,10,10,1,70,116000.0,2016,2,7,7
1,10,10,1,72,45000.0,2018,1,22,7
0,10,10,0,37,37000.0,2016,1,9,7
0,5,7,0,37,37000.0,2016,1,9,4
0,10,5,0,37,37000.0,2016,1,9,3
0,7,7,0,37,37000.0,2016,1,9,1
0,20,10,0,37,37000.0,2016,1,9,0
1,10,10,1,36,72000.0,2016,1,8,7
1,5,7,1,36,72000.0,2016,1,8,4
1,10,7,1,36,72000.0,2016,1,8,5
1,7,7,1,36,72000.0,2016,1,8,1
1,10,10,1,77,58000.0,2018,1,28,7
1,7,7,1,77,58000.0,2018,1,28,1
1,10,10,1,60,64000.0,2018,1,9,7
1,10,7,1,60,64000.0,2018,1,9,5
1,20,10,1,60,64000.0,2018,1,9,0
1,10,10,1,56,31000.0,2013,8,4,7
1,7,7,1,56,31000.0,2013,8,4,1
1,10,10,1,48,77000.0,2018,5,4,7
1,5,7,1,48,77000.0,2018,5,4,4
1,5,5,1,48,77000.0,2018,5,4,6
1,10,10,1,60,70000.0,2015,8,17,7
1,7,7,1,60,70000.0,2015,8,17,1
1,10,10,1,46,46000.0,2017,12,4,7
0,10,10,0,69,73000.0,2016,6,10,7
0,5,7,0,69,73000.0,2016,6,10,4
0,10,5,0,69,73000.0,2016,6,10,3
0,20,10,0,69,73000.0,2016,6,10,0
1,10,10,1,66,70000.0,2016,10,17,7
1,10,5,1,66,70000.0,2016,10,17,3
1,7,7,1,66,70000.0,2016,10,17,1
0,10,10,0,57,59000.0,2018,6,18,7
0,20,10,0,57,59000.0,2018,6,18,0
0,10,10,0,67,54000.0,2014,5,14,7
0,10,5,0,67,54000.0,2014,5,14,3
1,10,10,1,59,60000.0,2016,8,8,7
1,10,10,1,45,62000.0,2018,7,16,7
1,5,5,1,45,62000.0,2018,7,16,6
